Area,Structural,Type,Unconnected_Height,Volume,Assembly_Code,Width,AcousticRating,FireRating
6.739236,0,222.002_Gipsskillevæg_145 mm,4533,0.97718922,224,145,44 dB,"EI 60 A2-s1,d0"
8.384215,0,222.002_Gipsskillevæg_145 mm,3983,1.215711175,224,145,44 dB,"EI 60 A2-s1,d0"
25.38231504,0,222.009_Gipsskillevæg_145 mm,4783,3.680435681,224,145,54 dB,"EI 60 A2-s1,d0"
6.0662,0,222.110_Forsatsvæg_135 mm,4333,0.8037715,224,132.5,36 dB,"EI 60 A2-s1,d0"
6.0662,0,222.110_Forsatsvæg_135 mm,4333,0.8037715,224,132.5,36 dB,"EI 60 A2-s1,d0"
2.808015,0,222.002_Gipsskillevæg_145 mm,4533,0.407162175,224,145,44 dB,"EI 60 A2-s1,d0"
2.808015,0,222.002_Gipsskillevæg_145 mm,4533,0.407162175,224,145,44 dB,"EI 60 A2-s1,d0"
15.0205,0,222.300_Glassystemvæg_20 mm,2500,0.30041,226,20,,
2.887675,0,222.112_Forsatsvæg_95 mm,3983,0.274329125,224,95,32 dB,"EI 30 A2-s1,d0"
11.35197,0,222.009_Gipsskillevæg_145 mm,4933,1.64603565,224,145,54 dB,"EI 60 A2-s1,d0"
11.34124277,0,222.002_Gipsskillevæg_145 mm,1483,1.644480202,224,145,44 dB,"EI 60 A2-s1,d0"
1.772435,0,222.002_Gipsskillevæg_145 mm,4533,0.257003075,224,145,44 dB,"EI 60 A2-s1,d0"
2.323,0,222.300_Glassystemvæg_20 mm,2300,0.04646,226,20,,
7.129517463,0,222.002_Gipsskillevæg_145 mm,4533,1.033780032,224,145,44 dB,"EI 60 A2-s1,d0"
2.323,0,222.300_Glassystemvæg_20 mm,2300,0.04646,226,20,,
9.9099,0,222.118_Forsatsvæg kobbernet_70 mm,2860,0.693693,224,70,,
7.6681,0,222.118_Forsatsvæg kobbernet_70 mm,2860,0.536767,224,70,,
9.1949,0,222.118_Forsatsvæg kobbernet_70 mm,2860,0.643643,224,70,,
9.3951,0,222.118_Forsatsvæg kobbernet_70 mm,2860,0.657657,224,70,,
1.69983,0,222.201_Gipsskørt_145 mm,1683,0.24647535,225,145,44 dB,"EI 60 A2-s1,d0"
1.69983,0,222.201_Gipsskørt_145 mm,1683,0.24647535,225,145,44 dB,"EI 60 A2-s1,d0"
17.532,0,222.009_Gipsskillevæg_145 mm,4933,2.3664897,224,145,54 dB,"EI 60 A2-s1,d0"
14.621,0,222.009_Gipsskillevæg_145 mm,4933,2.120045,224,145,54 dB,"EI 60 A2-s1,d0"
28.9278,0,222.002_Gipsskillevæg_145 mm,4383,4.194531,224,145,44 dB,"EI 60 A2-s1,d0"
3.4109,0,222.201_Gipsskørt_145 mm,1483,0.4945805,225,145,44 dB,"EI 60 A2-s1,d0"
2.358335,0,222.201_Gipsskørt_145 mm,1483,0.341958575,225,145,44 dB,"EI 60 A2-s1,d0"
11.1524,0,222.002_Gipsskillevæg_145 mm,4533,1.617098,224,145,44 dB,"EI 60 A2-s1,d0"
1.975,0,222.300_Glassystemvæg_20 mm,2500,0.0395,226,20,,
1.5197,0,222.409_Træskeletvæg_70 mm,3340,0.106379,224,70,,
12.58054847,1,KON_Væg Indervæg_Beton_200 mm,4533,2.412069693,221,200,,
4.281725,0,222.002_Gipsskillevæg_145 mm,3983,0.620850125,224,145,44 dB,"EI 60 A2-s1,d0"
4.281725,0,222.002_Gipsskillevæg_145 mm,3983,0.620850125,224,145,44 dB,"EI 60 A2-s1,d0"
2.091075,0,222.103_Forsatsvæg_120 mm,4533,0.250929,224,120,34 dB,"EI 30 A2-s1,d0"
15.82263,0,222.002_Gipsskillevæg_145 mm,4933,2.29428135,224,145,44 dB,"EI 60 A2-s1,d0"
15.73497,0,222.002_Gipsskillevæg_145 mm,4933,2.28157065,224,145,44 dB,"EI 60 A2-s1,d0"
30.00976,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-175-295,6358,16.2052704,211,540,,
2.6694,0,222.201_Gipsskørt_145 mm,1483,0.387063,225,145,44 dB,"EI 60 A2-s1,d0"
2.6694,0,222.201_Gipsskørt_145 mm,1483,0.387063,225,145,44 dB,"EI 60 A2-s1,d0"
21.5082,0,222.001_Gipsskillevæg_145 mm,4533,3.118689,224,145,48 dB,"EI 60 A2-s1,d0"
3.285975,0,222.001_Gipsskillevæg_145 mm,4533,0.476466375,224,145,48 dB,"EI 60 A2-s1,d0"
12.93474,0,222.009_Gipsskillevæg_145 mm,3983,1.8755373,224,145,54 dB,"EI 60 A2-s1,d0"
2.3094,0,222.252_Skørt Stålskelet_120mm,1283,0.277128,224,120,-,-
1.43925,0,222.250_Skørt Stålskelet_50 mm,1010,0.0719625,224,50,-,-
1.556527362,0,222.250_Skørt Stålskelet_50 mm,1045,0.077826368,224,50,-,-
3.915,0,222.407_Højtrykslaminat Vådrum_30 mm,2700,0.11745,224,30,,
6.3975,0,222.300_Glassystemvæg_20 mm,2700,0.12795,226,20,,
10.36777506,0,222.110_Forsatsvæg_135 mm,4230,1.261887195,224,132.5,36 dB,"EI 60 A2-s1,d0"
4.047865,0,222.002_Gipsskillevæg_145 mm,1283,0.586940425,224,145,44 dB,"EI 60 A2-s1,d0"
2.6108565,0,222.002_Gipsskillevæg_145 mm,4533,0.378574192,224,145,44 dB,"EI 60 A2-s1,d0"
5.01858,0,222.002_Gipsskillevæg_145 mm,4533,0.7276941,224,145,44 dB,"EI 60 A2-s1,d0"
5.048604988,0,222.201_Gipsskørt_145 mm,1283,0.732047723,225,145,44 dB,"EI 60 A2-s1,d0"
4.96359,0,222.201_Gipsskørt_145 mm,1263,0.71972055,225,145,44 dB,"EI 60 A2-s1,d0"
9.232574999,0,222.110_Forsatsvæg_135 mm,4230,1.223316187,224,132.5,36 dB,"EI 60 A2-s1,d0"
18.608708,0,222.300_Glassystemvæg_20 mm,3100,0.37217416,226,20,,
3.983,0,222.002_Gipsskillevæg_145 mm,3983,0.577535,224,145,44 dB,"EI 60 A2-s1,d0"
3.983,0,222.002_Gipsskillevæg_145 mm,3983,0.577535,224,145,44 dB,"EI 60 A2-s1,d0"
2.1736,0,222.002_Gipsskillevæg_145 mm,2860,0.315172,224,145,44 dB,"EI 60 A2-s1,d0"
10.99308,0,222.001_Gipsskillevæg_145 mm,3983,1.5939966,224,145,48 dB,"EI 60 A2-s1,d0"
2.098445029,1,KON_Væg Indervæg_Beton_300 mm,1483,0.629533509,221,300,,
2.424705107,1,KON_Væg Indervæg_Beton_300 mm,1483,0.727411532,221,300,,
2.098444907,1,KON_Væg Indervæg_Beton_300 mm,1483,0.629533472,221,300,,
4.58045,0,222.500_Skillevæg Porebeton_150 mm,3983,0.6870675,222,150,37 dB,"EI 60 A2-s1,d0"
2.768185,0,222.500_Skillevæg Porebeton_150 mm,3983,0.41522775,222,150,37 dB,"EI 60 A2-s1,d0"
15.83346101,0,222.009_Gipsskillevæg_145 mm,4383,2.210651847,224,145,54 dB,"EI 60 A2-s1,d0"
16.99740004,0,222.002_Gipsskillevæg_145 mm,3983,2.447823005,224,145,44 dB,"EI 60 A2-s1,d0"
2.90187,0,222.004_Gipsskillevæg Dobbelt_230 mm,3983,0.6674301,224,230,55 dB,"EI 60 A2-s1,d0"
16.1909267,0,222.002_Gipsskillevæg_145 mm,3983,2.347684372,224,145,44 dB,"EI 60 A2-s1,d0"
2.409715,0,222.004_Gipsskillevæg Dobbelt_230 mm,3983,0.55423445,224,230,55 dB,"EI 60 A2-s1,d0"
2.70844,0,222.002_Gipsskillevæg_145 mm,4533,0.3927238,224,145,44 dB,"EI 60 A2-s1,d0"
6.771735083,0,222.002_Gipsskillevæg_145 mm,4933,0.981901587,224,145,44 dB,"EI 60 A2-s1,d0"
2.8462,1,KON_Væg Indervæg_Beton_250 mm,2033,0.71155,221,250,,
3.546885,0,222.103_Forsatsvæg_120 mm,3963,0.402838959,224,120,34 dB,"EI 30 A2-s1,d0"
1.228530038,0,222.103_Forsatsvæg_120 mm,3963,0.147423605,224,120,34 dB,"EI 30 A2-s1,d0"
3.684275,0,222.112_Forsatsvæg_95 mm,3983,0.350006125,224,95,32 dB,"EI 30 A2-s1,d0"
2.369885038,0,222.112_Forsatsvæg_95 mm,3983,0.225139079,224,95,32 dB,"EI 30 A2-s1,d0"
7.60753,0,222.002_Gipsskillevæg_145 mm,3983,1.10309185,224,145,44 dB,"EI 60 A2-s1,d0"
14.621,0,222.405_Systemvæg Faraday_150 mm,4933,2.19315,221,150,,
19.06605,0,222.405_Systemvæg Faraday_150 mm,4933,2.8599075,221,150,,
16.87455,0,222.405_Systemvæg Faraday_150 mm,4933,2.5311825,221,150,,
15.0866,0,222.405_Systemvæg Faraday_150 mm,4933,2.26299,221,150,,
4.58045,0,222.500_Skillevæg Porebeton_150 mm,3983,0.6870675,222,150,37 dB,"EI 60 A2-s1,d0"
2.768185,0,222.500_Skillevæg Porebeton_150 mm,3983,0.41522775,222,150,37 dB,"EI 60 A2-s1,d0"
2.538,0,222.210_Skørt MDF plade_18 mm,846,0.045684,225,18,,
4.8221635,0,222.300_Glassystemvæg_20 mm,2233,0.09644327,226,20,,
30.97065004,0,222.002_Gipsskillevæg_145 mm,4933,4.490744256,224,145,44 dB,"EI 60 A2-s1,d0"
2.519247501,0,222.002_Gipsskillevæg_145 mm,3983,0.365290888,224,145,44 dB,"EI 60 A2-s1,d0"
16.414335,0,222.009_Gipsskillevæg_145 mm,4933,2.380078575,224,145,54 dB,"EI 60 A2-s1,d0"
1.71269,1,KON_Væg Indervæg_Beton_300 mm,4533,0.513807,221,300,,
3.40823,1,KON_Væg Indervæg_Beton_300 mm,2433,1.022469,221,300,,
15.85234,0,222.402_Køle/frysevæg_100 mm,3983,1.585234,221,100,,
7.60753,0,222.402_Køle/frysevæg_100 mm,3983,0.760753,221,100,,
15.40232661,0,222.402_Køle/frysevæg_100 mm,3983,1.540232661,221,100,,
0.715,0,222.402_Køle/frysevæg_100 mm,2860,0.0715,221,100,,
1.287,0,222.402_Køle/frysevæg_100 mm,2860,0.1287,221,100,,
6.56125,0,222.300_Glassystemvæg_20 mm,2500,0.131225,226,20,,
14.29897,0,222.001_Gipsskillevæg_145 mm,4533,2.07335065,224,145,48 dB,"EI 60 A2-s1,d0"
8.782515,0,222.402_Køle/frysevæg_100 mm,3983,0.8782515,221,100,,
10.95325,0,222.402_Køle/frysevæg_100 mm,3983,1.095325,221,100,,
9.579115,0,222.402_Køle/frysevæg_100 mm,3983,0.9579115,221,100,,
5.73552,0,222.402_Køle/frysevæg_100 mm,3983,0.573552,221,100,,
1.2535,1,KON_Væg Indervæg_Beton_200 mm,545,0.2507,221,200,,
13.02999,0,222.009_Gipsskillevæg_145 mm,4383,1.88934855,224,145,54 dB,"EI 60 A2-s1,d0"
3.791543,0,222.002_Gipsskillevæg_145 mm,3913,0.549773735,224,145,44 dB,"EI 60 A2-s1,d0"
5.823385,0,222.001_Gipsskillevæg_145 mm,883,0.844390825,224,145,48 dB,"EI 60 A2-s1,d0"
5.0037,0,222.201_Gipsskørt_145 mm,1283,0.7255365,225,145,44 dB,"EI 60 A2-s1,d0"
4.299797359,0,222.250_Skørt Stålskelet_50 mm,401.8502155,0.214989868,224,50,-,-
3.7660785,0,222.001_Gipsskillevæg_145 mm,1483,0.546081382,224,145,48 dB,"EI 60 A2-s1,d0"
3.423875,0,222.002_Gipsskillevæg_145 mm,3913,0.496461875,224,145,44 dB,"EI 60 A2-s1,d0"
5.7837,0,222.201_Gipsskørt_145 mm,1483,0.8386365,225,145,44 dB,"EI 60 A2-s1,d0"
5.88122,0,222.231_Gipsskørt Ensidigt_120 mm,1873,0.7057464,225,120,30 dB,"EI 30 A2-s1,d0"
2.4894,0,222.230_Gipsskørt Ensidigt_95 mm,1383,0.236493,225,95,30 dB,"EI 30 A2-s1,d0"
6.96695,1,KON_Ydervæg Bagmur_Beton_395 mm,3983,2.75194525,211,395,,
5.75,0,213.025_Ydervæg Trådvæg_50 mm,2300,0.2875,214,50,,
5.75,0,213.025_Ydervæg Trådvæg_50 mm,2300,0.2875,214,50,,
2.67225,0,222.407_Højtrykslaminat Vådrum_30 mm,2100,0.0801675,224,30,,
2.67225,0,222.407_Højtrykslaminat Vådrum_30 mm,2100,0.0801675,224,30,,
2.55675,0,222.407_Højtrykslaminat Vådrum_30 mm,2100,0.0767025,224,30,,
2.562,0,222.407_Højtrykslaminat Vådrum_30 mm,2100,0.07686,224,30,,
4.958835,0,222.500_Skillevæg Porebeton_150 mm,3983,0.74382525,222,150,37 dB,"EI 60 A2-s1,d0"
4.97875,0,222.500_Skillevæg Porebeton_150 mm,3983,0.7468125,222,150,37 dB,"EI 60 A2-s1,d0"
2.429341041,0,222.112_Forsatsvæg_95 mm,4533,0.197330199,224,95,32 dB,"EI 30 A2-s1,d0"
1.453795,0,222.107_Forsatsvæg_50 mm,4533,0.07268975,224,50,-,-
6.421095,0,222.002_Gipsskillevæg_145 mm,4933,0.931058775,224,145,44 dB,"EI 60 A2-s1,d0"
23.98522857,0,222.001_Gipsskillevæg_145 mm,4533,3.477858142,224,145,48 dB,"EI 60 A2-s1,d0"
27.83261907,1,KON_Væg Indervæg_Beton_250 mm,4533,6.958154768,221,250,,
24.00594,1,KON_Væg Indervæg_Beton_250 mm,4533,5.906922,221,250,,
28.73921907,1,KON_Væg Indervæg_Beton_250 mm,4533,7.184804768,221,250,,
14.02795381,1,KON_Væg Indervæg_Beton_200 mm,4533,2.805590761,221,200,,
9.17159788,1,222.506_Skillevæg Kalksandsten_150 mm,3983,1.375739682,222,150,55 dB,"EI 60 A2-s1,d0"
26.83266407,1,KON_Væg Indervæg_Beton_200 mm,4533,5.366532814,221,200,,
25.55184,1,KON_Væg Indervæg_Beton_200 mm,4533,5.110368,221,200,,
23.75529,1,KON_Væg Indervæg_Beton_200 mm,4533,4.751058,221,200,,
25.81274,1,KON_Væg Indervæg_Beton_200 mm,4533,5.162548,221,200,,
24.02604913,1,KON_Væg Indervæg_Beton_200 mm,4230,4.805209827,221,200,,
21.6879,1,KON_Væg Indervæg_Beton_200 mm,4230,4.33758,221,200,,
23.3799,1,KON_Væg Indervæg_Beton_200 mm,4230,4.67598,221,200,,
24.02605,1,KON_Væg Indervæg_Beton_200 mm,4230,4.80521,221,200,,
24.02605,1,KON_Væg Indervæg_Beton_200 mm,4230,4.80521,221,200,,
20.22545,1,KON_Væg Indervæg_Beton_200 mm,3610,4.04509,221,200,,
21.6879,1,KON_Væg Indervæg_Beton_200 mm,4230,4.33758,221,200,,
6.1362,0,222.002_Gipsskillevæg_145 mm,4383,0.889749,224,145,44 dB,"EI 60 A2-s1,d0"
1.133250328,1,KON_Væg Indervæg_Beton_350 mm,4533,0.396637615,221,350,,
1.133249958,1,KON_Væg Indervæg_Beton_350 mm,4533,0.396637485,221,350,,
1.133250043,1,KON_Væg Indervæg_Beton_350 mm,4533,0.396637515,221,350,,
0.906600328,1,KON_Væg Indervæg_Beton_350 mm,4533,0.317310115,221,350,,
2.266500043,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275015,221,350,,
2.266500043,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275015,221,350,,
1.133250328,1,KON_Væg Indervæg_Beton_350 mm,4533,0.396637615,221,350,,
1.133250285,1,KON_Væg Indervæg_Beton_350 mm,4533,0.3966376,221,350,,
2.266500043,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275015,221,350,,
2.266500328,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275115,221,350,,
19.86405004,1,KON_Væg Indervæg_Beton_250 mm,4533,4.96601251,221,250,,
29.6766,1,KON_Væg Indervæg_Beton_250 mm,4533,7.41915,221,250,,
30.5166,1,KON_Væg Indervæg_Beton_250 mm,4533,7.62915,221,250,,
19.86405004,1,KON_Væg Indervæg_Beton_250 mm,4533,4.96601251,221,250,,
19.86405004,1,KON_Væg Indervæg_Beton_250 mm,4533,4.96601251,221,250,,
28.3956,1,KON_Væg Indervæg_Beton_250 mm,4533,7.0989,221,250,,
2.266500043,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275015,221,350,,
28.3956,1,KON_Væg Indervæg_Beton_250 mm,4533,7.0989,221,250,,
2.03985,1,KON_Væg Indervæg_Beton_350 mm,4533,0.7139475,221,350,,
30.5166,1,KON_Væg Indervæg_Beton_250 mm,4533,7.62915,221,250,,
0.09066,1,KON_Væg Indervæg_Beton_250 mm,4533,0.022665,221,250,,
2.266500328,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275115,221,350,,
27.48324537,1,KON_Væg Indervæg_Beton_250 mm,4533,6.843428218,221,250,,
2.266500328,1,KON_Væg Indervæg_Beton_350 mm,4533,0.793275115,221,350,,
30.5166,1,KON_Væg Indervæg_Beton_250 mm,4533,7.62915,221,250,,
2.266500285,1,KON_Væg Indervæg_Beton_350 mm,4533,0.7932751,221,350,,
25.90428004,1,KON_Væg Indervæg_Beton_250 mm,4533,6.476070011,221,250,,
30.5166,1,KON_Væg Indervæg_Beton_250 mm,4533,7.62915,221,250,,
23.73480004,1,KON_Væg Indervæg_Beton_250 mm,4230,5.93370001,221,250,,
26.424,1,KON_Væg Indervæg_Beton_250 mm,4230,6.606,221,250,,
2.115000306,1,KON_Væg Indervæg_Beton_350 mm,4230,0.740250107,221,350,,
23.73480004,1,KON_Væg Indervæg_Beton_250 mm,4230,5.93370001,221,250,,
26.424,1,KON_Væg Indervæg_Beton_250 mm,4230,6.606,221,250,,
4.01849996,1,KON_Væg Indervæg_Beton_250 mm,4230,1.00462499,221,250,,
2.115000266,1,KON_Væg Indervæg_Beton_350 mm,4230,0.740250093,221,350,,
23.12960004,1,KON_Væg Indervæg_Beton_250 mm,4230,5.78240001,221,250,,
3.4656,1,KON_Væg Indervæg_Beton_250 mm,3610,0.8664,221,250,,
1.025000258,1,KON_Væg Indervæg_Beton_350 mm,4100,0.35875009,221,350,,
19.29560003,1,KON_Væg Indervæg_Beton_250 mm,3610,4.823900008,221,250,,
4.226764015,0,222.250_Skørt Stålskelet_50 mm,773,0.211338201,224,50,-,-
2.291341898,0,222.250_Skørt Stålskelet_50 mm,373,0.114567095,224,50,-,-
3.154,0,222.201_Gipsskørt_145 mm,400,0.45733,225,145,44 dB,"EI 60 A2-s1,d0"
7.4965,0,222.001_Gipsskillevæg_145 mm,2900,1.0869925,224,145,48 dB,"EI 60 A2-s1,d0"
33.55123801,0,213.022_Ydervæg Corten Beklædning_300 mm,1533,6.780856201,214,300,,
25.53978,0,213.022_Ydervæg Corten Beklædning_300 mm,1533,5.184592,214,300,,
5.4558,0,222.002_Gipsskillevæg_145 mm,360,0.791091,224,145,44 dB,"EI 60 A2-s1,d0"
3.245490237,0,222.103_Forsatsvæg_120 mm,4533,0.389458828,224,120,34 dB,"EI 30 A2-s1,d0"
11.675725,1,KON_Væg Indervæg_Beton_400 mm,4133,4.6694425,221,400,,
12.04636,0,222.001_Gipsskillevæg_145 mm,4533,1.7467222,224,145,48 dB,"EI 60 A2-s1,d0"
6.05221,0,222.103_Forsatsvæg_120 mm,3983,0.7262652,224,120,34 dB,"EI 30 A2-s1,d0"
5.804115,0,222.001_Gipsskillevæg_145 mm,4533,0.841596675,224,145,48 dB,"EI 60 A2-s1,d0"
2.434999673,0,222.250_Skørt Stålskelet_50 mm,869.6427402,0.121749984,224,50,-,-
7.196449473,1,KON_Ydervæg Sandwichelementvæg_540 mm_70-275-195,883,3.885552916,211,540,,
11.0229,0,222.002_Gipsskillevæg_145 mm,3983,1.5983205,224,145,44 dB,"EI 60 A2-s1,d0"
7.065758077,0,222.002_Gipsskillevæg_145 mm,3983,1.024534921,224,145,44 dB,"EI 60 A2-s1,d0"
2.768185,0,222.500_Skillevæg Porebeton_150 mm,3983,0.41522775,222,150,37 dB,"EI 60 A2-s1,d0"
11.0229,0,222.008_Gipsskillevæg Vådrum Ensidig_145 mm,3983,1.5983205,224,145,44 dB,"EI 60 A2-s1,d0"
7.065758077,0,222.002_Gipsskillevæg_145 mm,3983,1.024534921,224,145,44 dB,"EI 60 A2-s1,d0"
4.095,0,222.100_Forsatsvæg_70 mm,3900,0.277095,224,70,34 dB,-
1.820092855,0,222.100_Forsatsvæg_70 mm,3900,0.1274065,224,70,34 dB,-
4.094999201,0,222.100_Forsatsvæg_70 mm,3900,0.277094944,224,70,34 dB,-
1.820092855,0,222.100_Forsatsvæg_70 mm,3900,0.1274065,224,70,34 dB,-
16.872219,0,222.250_Skørt Stålskelet_50 mm,1323,0.84361095,224,50,-,-
9.58455,0,222.001_Gipsskillevæg_145 mm,4230,1.38975975,224,145,48 dB,"EI 60 A2-s1,d0"
220.8331886,0,222.101_Forsatsvæg_135 mm,5283,29.81248046,224,135,32 dB,"EI 60 A2-s1,d0"
21.987634,0,222.002_Gipsskillevæg_145 mm,3983,3.18820693,224,145,44 dB,"EI 60 A2-s1,d0"
5.642000001,0,222.110_Forsatsvæg_135 mm,4030,0.747565,224,132.5,36 dB,"EI 60 A2-s1,d0"
5.642,0,222.110_Forsatsvæg_135 mm,4030,0.747565,224,132.5,36 dB,"EI 60 A2-s1,d0"
5.642000001,0,222.110_Forsatsvæg_135 mm,4030,0.747565,224,132.5,36 dB,"EI 60 A2-s1,d0"
6.0662,0,222.110_Forsatsvæg_135 mm,4333,0.8037715,224,132.5,36 dB,"EI 60 A2-s1,d0"
6.066200001,0,222.110_Forsatsvæg_135 mm,4333,0.8037715,224,132.5,36 dB,"EI 60 A2-s1,d0"
6.066200001,0,222.110_Forsatsvæg_135 mm,4333,0.8037715,224,132.5,36 dB,"EI 60 A2-s1,d0"
0.96425,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11571,225,120,30 dB,"EI 30 A2-s1,d0"
0.96775,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11613,225,120,30 dB,"EI 30 A2-s1,d0"
1.35485,0,222.231_Gipsskørt Ensidigt_120 mm,490,0.162582,225,120,30 dB,"EI 30 A2-s1,d0"
0.96425,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11571,225,120,30 dB,"EI 30 A2-s1,d0"
1.1655,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.13986,225,120,30 dB,"EI 30 A2-s1,d0"
2.65675002,0,222.231_Gipsskørt Ensidigt_120 mm,1360,0.318810002,225,120,30 dB,"EI 30 A2-s1,d0"
0.96775,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11613,225,120,30 dB,"EI 30 A2-s1,d0"
1.3825,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.1659,225,120,30 dB,"EI 30 A2-s1,d0"
0.966875,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.116025,225,120,30 dB,"EI 30 A2-s1,d0"
2.516,0,222.231_Gipsskørt Ensidigt_120 mm,1360,0.30192,225,120,30 dB,"EI 30 A2-s1,d0"
2.516000244,0,222.231_Gipsskørt Ensidigt_120 mm,1360,0.301920029,225,120,30 dB,"EI 30 A2-s1,d0"
1.864999864,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.223799984,225,120,30 dB,"EI 30 A2-s1,d0"
1.662499944,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.199499993,225,120,30 dB,"EI 30 A2-s1,d0"
4.799514962,0,222.103_Forsatsvæg_120 mm,4533,0.575941795,224,120,34 dB,"EI 30 A2-s1,d0"
8.456425,0,222.002_Gipsskillevæg_145 mm,4230,1.226181625,224,145,44 dB,"EI 60 A2-s1,d0"
1.225,0,222.300_Glassystemvæg_20 mm,2500,0.0245,226,20,,
21.987634,0,222.002_Gipsskillevæg_145 mm,3983,3.18820693,224,145,44 dB,"EI 60 A2-s1,d0"
10.5812,0,222.002_Gipsskillevæg_145 mm,3983,1.534274,224,145,44 dB,"EI 60 A2-s1,d0"
2.7881,0,222.500_Skillevæg Porebeton_150 mm,3983,0.418215,222,150,37 dB,"EI 60 A2-s1,d0"
6.508632819,0,222.231_Gipsskørt Ensidigt_120 mm,1723,0.781035938,225,120,30 dB,"EI 30 A2-s1,d0"
1.879,0,222.300_Glassystemvæg_20 mm,2500,0.03758,226,20,,
2.883038715,0,222.002_Gipsskillevæg_145 mm,4004.220438,0.418040614,224,145,44 dB,"EI 60 A2-s1,d0"
1.879,0,222.300_Glassystemvæg_20 mm,2500,0.03758,226,20,,
5.891520833,0,222.110_Forsatsvæg_135 mm,3983,0.64261556,224,132.5,36 dB,"EI 60 A2-s1,d0"
1.7425625,0,222.009_Gipsskillevæg_145 mm,4533,0.252671563,224,145,54 dB,"EI 60 A2-s1,d0"
4.9289625,0,222.001_Gipsskillevæg_145 mm,4533,0.555777863,224,145,48 dB,"EI 60 A2-s1,d0"
1.879,0,222.300_Glassystemvæg_20 mm,2500,0.03758,226,20,,
17.16673,0,222.001_Gipsskillevæg_145 mm,3983,2.330251262,224,145,48 dB,"EI 60 A2-s1,d0"
1.6230725,0,222.107_Forsatsvæg_50 mm,3983,0.081153625,224,50,-,-
4.001666667,0,222.104_Forsatsvæg_120 mm,2800,0.4214,224,120,34 dB,"EI 30 A2-s1,d0"
0.96425,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11571,225,120,30 dB,"EI 30 A2-s1,d0"
0.96775,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11613,225,120,30 dB,"EI 30 A2-s1,d0"
1.3825,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.1659,225,120,30 dB,"EI 30 A2-s1,d0"
0.96425,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11571,225,120,30 dB,"EI 30 A2-s1,d0"
1.665,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.1998,225,120,30 dB,"EI 30 A2-s1,d0"
0.96425,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11571,225,120,30 dB,"EI 30 A2-s1,d0"
1.3825,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.1659,225,120,30 dB,"EI 30 A2-s1,d0"
0.96775,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11613,225,120,30 dB,"EI 30 A2-s1,d0"
0.96425,0,222.231_Gipsskørt Ensidigt_120 mm,350,0.11571,225,120,30 dB,"EI 30 A2-s1,d0"
1.665,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.1998,225,120,30 dB,"EI 30 A2-s1,d0"
3.5847,0,222.001_Gipsskillevæg_145 mm,3983,0.396806379,224,145,48 dB,"EI 60 A2-s1,d0"
4.69373,0,222.001_Gipsskillevæg_145 mm,3583,0.656853475,224,145,48 dB,"EI 60 A2-s1,d0"
1.97065,0,222.104_Forsatsvæg_120 mm,3583,0.236478,224,120,34 dB,"EI 30 A2-s1,d0"
14.79779,0,222.104_Forsatsvæg_120 mm,3583,1.7757348,224,120,34 dB,"EI 30 A2-s1,d0"
6.025015,0,222.231_Gipsskørt Ensidigt_120 mm,1823,0.7230018,225,120,30 dB,"EI 30 A2-s1,d0"
0.96765033,0,222.231_Gipsskørt Ensidigt_120 mm,351.2342454,0.11611804,225,120,30 dB,"EI 30 A2-s1,d0"
0.96765033,0,222.231_Gipsskørt Ensidigt_120 mm,351.2342454,0.11611804,225,120,30 dB,"EI 30 A2-s1,d0"
1.377499977,0,222.231_Gipsskørt Ensidigt_120 mm,500,0.165299997,225,120,30 dB,"EI 30 A2-s1,d0"
0.96765033,0,222.231_Gipsskørt Ensidigt_120 mm,351.2342454,0.11611804,225,120,30 dB,"EI 30 A2-s1,d0"
1.169610037,0,222.231_Gipsskørt Ensidigt_120 mm,351.2342454,0.140353204,225,120,30 dB,"EI 30 A2-s1,d0"
0.967650346,0,222.231_Gipsskørt Ensidigt_120 mm,351.2342454,0.116118042,225,120,30 dB,"EI 30 A2-s1,d0"
